Anzahl Random;Number of Records;Treibstoff (group);Jahr;Latitude;Longitude;Farbe;Marke;Mf Marke Id;Modell;Treibstoff;Point;Wohnviertel Id (Wohnviertel Centroide.Sas7Bdat);Wohnviertel Id;Wohnviertel
483;1;Benzin;2015;47,547740610;7,605414391;Grau;Audi;1;A3;Weiblich;0;5;5;St. Alban
300;1;Benzin;2015;47,547740610;7,605414391;Grau;Audi;1;A4;Weiblich;0;5;5;St. Alban
104;1;Benzin;2015;47,547740610;7,605414391;Grau;Audi;1;A6;Weiblich;0;5;5;St. Alban
133;1;Benzin;2015;47,547740610;7,605414391;Grau;Citroân;116;C3;Keine Angabe;0;5;5;St. Alban
123;1;Benzin;2015;47,547740610;7,605414391;Grau;Fiat;125;500;MÑnnlich;0;5;5;St. Alban
191;1;Benzin;2015;47,547740610;7,605414391;Grau;Fiat;125;Punto;Weiblich;0;5;5;St. Alban
112;1;Benzin;2015;47,547740610;7,605414391;Grau;Ford;165;Focus;MÑnnlich;0;5;5;St. Alban
147;1;Benzin;2015;47,547740610;7,605414391;Grau;Honda;7;Jazz;Weiblich;0;5;5;St. Alban
101;1;Benzin;2015;47,547740610;7,605414391;Grau;Mazda;122;6;Weiblich;0;5;5;St. Alban
366;1;Benzin;2015;47,547740610;7,605414391;Grau;Mercedes-Benz;5;A;Weiblich;0;5;5;St. Alban
316;1;Benzin;2015;47,547740610;7,605414391;Grau;Mercedes-Benz;5;B;MÑnnlich;0;5;5;St. Alban
465;1;Benzin;2015;47,547740610;7,605414391;Grau;Mercedes-Benz;5;C;MÑnnlich;0;5;5;St. Alban
133;1;Benzin;2015;47,547740610;7,605414391;Grau;Mercedes-Benz;5;E;MÑnnlich;0;5;5;St. Alban
293;1;Benzin;2015;47,547740610;7,605414391;Grau;Mini;112;Cooper;MÑnnlich;0;5;5;St. Alban
103;1;Benzin;2015;47,547740610;7,605414391;Grau;Mitsubishi;64;Colt;Weiblich;0;5;5;St. Alban
296;1;Benzin;2015;47,547740610;7,605414391;Grau;Opel;128;Astra;Weiblich;0;5;5;St. Alban
123;1;Benzin;2015;47,547740610;7,605414391;Grau;Opel;128;Corsa;MÑnnlich;0;5;5;St. Alban
146;1;Benzin;2015;47,547740610;7,605414391;Grau;Opel;128;Meriva;MÑnnlich;0;5;5;St. Alban
117;1;Benzin;2015;47,547740610;7,605414391;Grau;Opel;128;Vectra;MÑnnlich;0;5;5;St. Alban
227;1;Benzin;2015;47,547740610;7,605414391;Grau;Opel;128;Zafira;MÑnnlich;0;5;5;St. Alban
263;1;Benzin;2015;47,547740610;7,605414391;Grau;Peugeot;170;206;MÑnnlich;0;5;5;St. Alban
188;1;Benzin;2015;47,547740610;7,605414391;Grau;Peugeot;170;307;Weiblich;0;5;5;St. Alban
123;1;Benzin;2015;47,547740610;7,605414391;Grau;Porsche;113;911;MÑnnlich;0;5;5;St. Alban
126;1;Benzin;2015;47,547740610;7,605414391;Grau;Renault;42;Megane;MÑnnlich;0;5;5;St. Alban
115;1;Benzin;2015;47,547740610;7,605414391;Grau;Saab;32;9;MÑnnlich;0;5;5;St. Alban
231;1;Benzin;2015;47,547740610;7,605414391;Grau;Skoda;134;Fabia;MÑnnlich;0;5;5;St. Alban
150;1;Benzin;2015;47,547740610;7,605414391;Grau;Skoda;134;Octavia;MÑnnlich;0;5;5;St. Alban
164;1;Benzin;2015;47,547740610;7,605414391;Grau;Smart;104;Fortwo;Weiblich;0;5;5;St. Alban
108;1;Benzin;2015;47,547740610;7,605414391;Grau;Toyota;117;Avensis;MÑnnlich;0;5;5;St. Alban
145;1;Benzin;2015;47,547740610;7,605414391;Grau;Toyota;117;Yaris;MÑnnlich;0;5;5;St. Alban
1026;1;Benzin;2015;47,547740610;7,605414391;Grau;VW;90;Golf;MÑnnlich;0;5;5;St. Alban
207;1;Benzin;2015;47,547740610;7,605414391;Grau;VW;90;Passat;MÑnnlich;0;5;5;St. Alban
333;1;Benzin;2015;47,547740610;7,605414391;Grau;VW;90;Polo;MÑnnlich;0;5;5;St. Alban
128;1;Benzin;2015;47,547740610;7,605414391;Grau;VW;90;Touran;MÑnnlich;0;5;5;St. Alban
125;1;Benzin;2015;47,547740610;7,605414391;Grau;Volvo;16;V50;MÑnnlich;0;5;5;St. Alban
100;1;Benzin;2015;47,543388166;7,592303753;Grau;Alfa Romeo;147;147;Weiblich;0;6;6;Gundeldingen
195;1;Benzin;2015;47,543388166;7,592303753;Grau;Audi;1;A3;MÑnnlich;0;6;6;Gundeldingen
406;1;Benzin;2015;47,543388166;7,592303753;Grau;Audi;1;A4;Weiblich;0;6;6;Gundeldingen
171;1;Benzin;2015;47,543388166;7,592303753;Grau;Audi;1;A6;MÑnnlich;0;6;6;Gundeldingen
121;1;Benzin;2015;47,543388166;7,592303753;Grau;BMW;81;320i;MÑnnlich;0;6;6;Gundeldingen
107;1;Benzin;2015;47,543388166;7,592303753;Grau;BMW;81;325i;MÑnnlich;0;6;6;Gundeldingen
145;1;Benzin;2015;47,543388166;7,592303753;Grau;Citroân;116;C4;MÑnnlich;0;6;6;Gundeldingen
363;1;Benzin;2015;47,543388166;7,592303753;Grau;Fiat;125;Punto;MÑnnlich;0;6;6;Gundeldingen
210;1;Benzin;2015;47,543388166;7,592303753;Grau;Ford;165;Focus;Weiblich;0;6;6;Gundeldingen
135;1;Benzin;2015;47,543388166;7,592303753;Grau;Honda;7;Civic;MÑnnlich;0;6;6;Gundeldingen
237;1;Benzin;2015;47,543388166;7,592303753;Grau;Mercedes-Benz;5;A;MÑnnlich;0;6;6;Gundeldingen
129;1;Benzin;2015;47,543388166;7,592303753;Grau;Mercedes-Benz;5;B;MÑnnlich;0;6;6;Gundeldingen
405;1;Benzin;2015;47,543388166;7,592303753;Grau;Mercedes-Benz;5;C;Weiblich;0;6;6;Gundeldingen
253;1;Benzin;2015;47,543388166;7,592303753;Grau;Mercedes-Benz;5;E;Weiblich;0;6;6;Gundeldingen
151;1;Benzin;2015;47,543388166;7,592303753;Grau;Mini;112;Cooper;Weiblich;0;6;6;Gundeldingen
607;1;Benzin;2015;47,543388166;7,592303753;Grau;Opel;128;Astra;Weiblich;0;6;6;Gundeldingen
207;1;Benzin;2015;47,543388166;7,592303753;Grau;Opel;128;Corsa;Weiblich;0;6;6;Gundeldingen
100;1;Benzin;2015;47,543388166;7,592303753;Grau;Opel;128;Meriva;MÑnnlich;0;6;6;Gundeldingen
190;1;Benzin;2015;47,543388166;7,592303753;Grau;Opel;128;Vectra;MÑnnlich;0;6;6;Gundeldingen
262;1;Benzin;2015;47,543388166;7,592303753;Grau;Opel;128;Zafira;Weiblich;0;6;6;Gundeldingen
339;1;Benzin;2015;47,543388166;7,592303753;Grau;Peugeot;170;206;MÑnnlich;0;6;6;Gundeldingen
230;1;Benzin;2015;47,543388166;7,592303753;Grau;Peugeot;170;207;Weiblich;0;6;6;Gundeldingen
125;1;Benzin;2015;47,543388166;7,592303753;Grau;Peugeot;170;307;Weiblich;0;6;6;Gundeldingen
111;1;Benzin;2015;47,543388166;7,592303753;Grau;Renault;42;Clio;Weiblich;0;6;6;Gundeldingen
132;1;Benzin;2015;47,543388166;7,592303753;Grau;Renault;42;Laguna;MÑnnlich;0;6;6;Gundeldingen
128;1;Benzin;2015;47,543388166;7,592303753;Grau;Skoda;134;Octavia;Weiblich;0;6;6;Gundeldingen
116;1;Benzin;2015;47,543388166;7,592303753;Grau;Smart;104;Fortwo;Weiblich;0;6;6;Gundeldingen
155;1;Benzin;2015;47,543388166;7,592303753;Grau;Toyota;117;Corolla;MÑnnlich;0;6;6;Gundeldingen
267;1;Benzin;2015;47,543388166;7,592303753;Grau;Toyota;117;Yaris;Weiblich;0;6;6;Gundeldingen
851;1;Benzin;2015;47,543388166;7,592303753;Grau;VW;90;Golf;Weiblich;0;6;6;Gundeldingen
214;1;Benzin;2015;47,543388166;7,592303753;Grau;VW;90;Passat;Weiblich;0;6;6;Gundeldingen
333;1;Benzin;2015;47,543388166;7,592303753;Grau;VW;90;Polo;Weiblich;0;6;6;Gundeldingen
109;1;Benzin;2015;47,543388166;7,592303753;Grau;Volvo;16;S60;Weiblich;0;6;6;Gundeldingen
101;1;Benzin;2015;47,530785042;7,598108053;Grau;Audi;1;A3;Weiblich;0;7;7;Bruderholz
217;1;Benzin;2015;47,530785042;7,598108053;Grau;Audi;1;A4;Weiblich;0;7;7;Bruderholz
132;1;Benzin;2015;47,530785042;7,598108053;Grau;Citroân;116;C3;Weiblich;0;7;7;Bruderholz
154;1;Benzin;2015;47,530785042;7,598108053;Grau;Fiat;125;500;Weiblich;0;7;7;Bruderholz
109;1;Benzin;2015;47,530785042;7,598108053;Grau;Fiat;125;Punto;MÑnnlich;0;7;7;Bruderholz
115;1;Benzin;2015;47,530785042;7,598108053;Grau;Ford;165;Focus;Weiblich;0;7;7;Bruderholz
110;1;Benzin;2015;47,530785042;7,598108053;Grau;Honda;7;Jazz;MÑnnlich;0;7;7;Bruderholz
429;1;Benzin;2015;47,530785042;7,598108053;Grau;Mercedes-Benz;5;A;Weiblich;0;7;7;Bruderholz
156;1;Benzin;2015;47,530785042;7,598108053;Grau;Mercedes-Benz;5;C;Weiblich;0;7;7;Bruderholz
163;1;Benzin;2015;47,530785042;7,598108053;Grau;Mercedes-Benz;5;E;Weiblich;0;7;7;Bruderholz
193;1;Benzin;2015;47,530785042;7,598108053;Grau;Mini;112;Cooper;MÑnnlich;0;7;7;Bruderholz
196;1;Benzin;2015;47,530785042;7,598108053;Grau;Opel;128;Astra;Weiblich;0;7;7;Bruderholz
205;1;Benzin;2015;47,530785042;7,598108053;Grau;Opel;128;Zafira;Weiblich;0;7;7;Bruderholz
124;1;Benzin;2015;47,530785042;7,598108053;Grau;Peugeot;170;206;Weiblich;0;7;7;Bruderholz
198;1;Benzin;2015;47,530785042;7,598108053;Grau;Peugeot;170;307;Weiblich;0;7;7;Bruderholz
137;1;Benzin;2015;47,530785042;7,598108053;Grau;Porsche;113;911;MÑnnlich;0;7;7;Bruderholz
148;1;Benzin;2015;47,530785042;7,598108053;Grau;Renault;42;MÇgane;Weiblich;0;7;7;Bruderholz
101;1;Benzin;2015;47,530785042;7,598108053;Grau;Saab;32;9;Weiblich;0;7;7;Bruderholz
170;1;Benzin;2015;47,530785042;7,598108053;Grau;Subaru;17;Legacy;MÑnnlich;0;7;7;Bruderholz
122;1;Benzin;2015;47,530785042;7,598108053;Grau;Toyota;117;Avensis;MÑnnlich;0;7;7;Bruderholz
132;1;Benzin;2015;47,530785042;7,598108053;Grau;Toyota;117;Corolla;Weiblich;0;7;7;Bruderholz
278;1;Benzin;2015;47,530785042;7,598108053;Grau;Toyota;117;Yaris;Weiblich;0;7;7;Bruderholz
698;1;Benzin;2015;47,530785042;7,598108053;Grau;VW;90;Golf;MÑnnlich;0;7;7;Bruderholz
167;1;Benzin;2015;47,530785042;7,598108053;Grau;VW;90;Polo;MÑnnlich;0;7;7;Bruderholz
101;1;Benzin;2015;47,530785042;7,598108053;Grau;VW;90;Touran;MÑnnlich;0;7;7;Bruderholz
279;1;Benzin;2015;47,548247527;7,571521997;Grau;Audi;1;A3;MÑnnlich;0;8;8;Bachletten
147;1;Benzin;2015;47,548247527;7,571521997;Grau;Audi;1;A4;MÑnnlich;0;8;8;Bachletten
107;1;Benzin;2015;47,548247527;7,571521997;Grau;Audi;1;A6;MÑnnlich;0;8;8;Bachletten
131;1;Benzin;2015;47,548247527;7,571521997;Grau;BMW;81;320i;MÑnnlich;0;8;8;Bachletten
111;1;Benzin;2015;47,548247527;7,571521997;Grau;Citroân;116;C4;MÑnnlich;0;8;8;Bachletten
116;1;Benzin;2015;47,548247527;7,571521997;Grau;Fiat;125;500;MÑnnlich;0;8;8;Bachletten
253;1;Benzin;2015;47,548247527;7,571521997;Grau;Fiat;125;Punto;MÑnnlich;0;8;8;Bachletten
151;1;Benzin;2015;47,548247527;7,571521997;Grau;Ford;165;Focus;MÑnnlich;0;8;8;Bachletten
124;1;Benzin;2015;47,548247527;7,571521997;Grau;Honda;7;Civic;MÑnnlich;0;8;8;Bachletten
172;1;Benzin;2015;47,548247527;7,571521997;Grau;Honda;7;Jazz;MÑnnlich;0;8;8;Bachletten
292;1;Benzin;2015;47,548247527;7,571521997;Grau;Mercedes-Benz;5;A;MÑnnlich;0;8;8;Bachletten
100;1;Benzin;2015;47,548247527;7,571521997;Grau;Mercedes-Benz;5;B;MÑnnlich;0;8;8;Bachletten
188;1;Benzin;2015;47,548247527;7,571521997;Grau;Mercedes-Benz;5;C;Weiblich;0;8;8;Bachletten
151;1;Benzin;2015;47,548247527;7,571521997;Grau;Mercedes-Benz;5;Clk;MÑnnlich;0;8;8;Bachletten
180;1;Benzin;2015;47,548247527;7,571521997;Grau;Mercedes-Benz;5;E;Weiblich;0;8;8;Bachletten
101;1;Benzin;2015;47,548247527;7,571521997;Grau;Mini;112;Cooper;MÑnnlich;0;8;8;Bachletten
106;1;Benzin;2015;47,548247527;7,571521997;Grau;Opel;128;Agila;MÑnnlich;0;8;8;Bachletten
437;1;Benzin;2015;47,548247527;7,571521997;Grau;Opel;128;Astra;Weiblich;0;8;8;Bachletten
286;1;Benzin;2015;47,548247527;7,571521997;Grau;Opel;128;Corsa;MÑnnlich;0;8;8;Bachletten
120;1;Benzin;2015;47,548247527;7,571521997;Grau;Opel;128;Meriva;MÑnnlich;0;8;8;Bachletten
122;1;Benzin;2015;47,548247527;7,571521997;Grau;Opel;128;Vectra;Weiblich;0;8;8;Bachletten
468;1;Benzin;2015;47,548247527;7,571521997;Grau;Opel;128;Zafira;MÑnnlich;0;8;8;Bachletten
232;1;Benzin;2015;47,548247527;7,571521997;Grau;Peugeot;170;206;Weiblich;0;8;8;Bachletten
121;1;Benzin;2015;47,548247527;7,571521997;Grau;Peugeot;170;207;MÑnnlich;0;8;8;Bachletten
150;1;Benzin;2015;47,548247527;7,571521997;Grau;Peugeot;170;307;MÑnnlich;0;8;8;Bachletten
144;1;Benzin;2015;47,548247527;7,571521997;Grau;Porsche;113;911;MÑnnlich;0;8;8;Bachletten
103;1;Benzin;2015;47,548247527;7,571521997;Grau;Renault;42;Clio;Weiblich;0;8;8;Bachletten
149;1;Benzin;2015;47,548247527;7,571521997;Grau;Renault;42;MÇgane;Weiblich;0;8;8;Bachletten
342;1;Benzin;2015;47,548247527;7,571521997;Grau;Saab;32;9;Weiblich;0;8;8;Bachletten
113;1;Benzin;2015;47,548247527;7,571521997;Grau;Skoda;134;Fabia;Weiblich;0;8;8;Bachletten
191;1;Benzin;2015;47,548247527;7,571521997;Grau;Skoda;134;Octavia;MÑnnlich;0;8;8;Bachletten
127;1;Benzin;2015;47,548247527;7,571521997;Grau;Subaru;17;Forester;Weiblich;0;8;8;Bachletten
144;1;Benzin;2015;47,548247527;7,571521997;Grau;Toyota;117;Avensis;MÑnnlich;0;8;8;Bachletten
220;1;Benzin;2015;47,548247527;7,571521997;Grau;Toyota;117;Corolla;Weiblich;0;8;8;Bachletten
344;1;Benzin;2015;47,548247527;7,571521997;Grau;Toyota;117;Yaris;Weiblich;0;8;8;Bachletten
795;1;Benzin;2015;47,548247527;7,571521997;Grau;VW;90;Golf;MÑnnlich;0;8;8;Bachletten
114;1;Benzin;2015;47,548247527;7,571521997;Grau;VW;90;Passat;Weiblich;0;8;8;Bachletten
425;1;Benzin;2015;47,548247527;7,571521997;Grau;VW;90;Polo;MÑnnlich;0;8;8;Bachletten
160;1;Benzin;2015;47,548247527;7,571521997;Grau;VW;90;Touran;MÑnnlich;0;8;8;Bachletten
110;1;Benzin;2015;47,548247527;7,571521997;Grau;Volvo;16;V40;MÑnnlich;0;8;8;Bachletten
122;1;Benzin;2015;47,555275061;7,569826841;Grau;Audi;1;A3;Weiblich;0;9;9;Gotthelf
165;1;Benzin;2015;47,555275061;7,569826841;Grau;Fiat;125;Punto;MÑnnlich;0;9;9;Gotthelf
101;1;Benzin;2015;47,555275061;7,569826841;Grau;Ford;165;Focus;MÑnnlich;0;9;9;Gotthelf
126;1;Benzin;2015;47,555275061;7,569826841;Grau;Mercedes-Benz;5;C;MÑnnlich;0;9;9;Gotthelf
159;1;Benzin;2015;47,555275061;7,569826841;Grau;Opel;128;Astra;MÑnnlich;0;9;9;Gotthelf
107;1;Benzin;2015;47,555275061;7,569826841;Grau;Opel;128;Corsa;Weiblich;0;9;9;Gotthelf
177;1;Benzin;2015;47,555275061;7,569826841;Grau;Peugeot;170;206;Weiblich;0;9;9;Gotthelf
109;1;Benzin;2015;47,555275061;7,569826841;Grau;Skoda;134;Octavia;MÑnnlich;0;9;9;Gotthelf
209;1;Benzin;2015;47,555275061;7,569826841;Grau;Toyota;117;Yaris;Weiblich;0;9;9;Gotthelf
388;1;Benzin;2015;47,555275061;7,569826841;Grau;VW;90;Golf;Weiblich;0;9;9;Gotthelf
164;1;Benzin;2015;47,555275061;7,569826841;Grau;VW;90;Polo;MÑnnlich;0;9;9;Gotthelf
222;1;Benzin;2015;47,560904373;7,565889359;Grau;Audi;1;A3;Weiblich;0;10;10;Iselin
174;1;Benzin;2015;47,560904373;7,565889359;Grau;Audi;1;A4;MÑnnlich;0;10;10;Iselin
199;1;Benzin;2015;47,560904373;7,565889359;Grau;Fiat;125;Punto;Weiblich;0;10;10;Iselin
155;1;Benzin;2015;47,560904373;7,565889359;Grau;Ford;165;Focus;MÑnnlich;0;10;10;Iselin
105;1;Benzin;2015;47,560904373;7,565889359;Grau;Honda;7;Accord;MÑnnlich;0;10;10;Iselin
136;1;Benzin;2015;47,560904373;7,565889359;Grau;Honda;7;Civic;Weiblich;0;10;10;Iselin
110;1;Benzin;2015;47,560904373;7,565889359;Grau;Honda;7;Cr;Weiblich;0;10;10;Iselin
162;1;Benzin;2015;47,560904373;7,565889359;Grau;Honda;7;Jazz;Weiblich;0;10;10;Iselin
260;1;Benzin;2015;47,560904373;7,565889359;Grau;Mercedes-Benz;5;A;MÑnnlich;0;10;10;Iselin
135;1;Benzin;2015;47,560904373;7,565889359;Grau;Mercedes-Benz;5;B;MÑnnlich;0;10;10;Iselin
363;1;Benzin;2015;47,560904373;7,565889359;Grau;Mercedes-Benz;5;C;MÑnnlich;0;10;10;Iselin
136;1;Benzin;2015;47,560904373;7,565889359;Grau;Mercedes-Benz;5;E;MÑnnlich;0;10;10;Iselin
140;1;Benzin;2015;47,560904373;7,565889359;Grau;Mitsubishi;64;Colt;Weiblich;0;10;10;Iselin
100;1;Benzin;2015;47,560904373;7,565889359;Grau;Mitsubishi;64;Galant;MÑnnlich;0;10;10;Iselin
538;1;Benzin;2015;47,560904373;7,565889359;Grau;Opel;128;Astra;MÑnnlich;0;10;10;Iselin
302;1;Benzin;2015;47,560904373;7,565889359;Grau;Opel;128;Corsa;MÑnnlich;0;10;10;Iselin
131;1;Benzin;2015;47,560904373;7,565889359;Grau;Opel;128;Meriva;Weiblich;0;10;10;Iselin
293;1;Benzin;2015;47,560904373;7,565889359;Grau;Opel;128;Zafira;Weiblich;0;10;10;Iselin
380;1;Benzin;2015;47,560904373;7,565889359;Grau;Peugeot;170;206;MÑnnlich;0;10;10;Iselin
101;1;Benzin;2015;47,560904373;7,565889359;Grau;Peugeot;170;207;Weiblich;0;10;10;Iselin
172;1;Benzin;2015;47,560904373;7,565889359;Grau;Peugeot;170;307;Weiblich;0;10;10;Iselin
139;1;Benzin;2015;47,560904373;7,565889359;Grau;Renault;42;MÇgane;MÑnnlich;0;10;10;Iselin
197;1;Benzin;2015;47,560904373;7,565889359;Grau;Saab;32;9;MÑnnlich;0;10;10;Iselin
112;1;Benzin;2015;47,560904373;7,565889359;Grau;Seat;61;Ibiza;MÑnnlich;0;10;10;Iselin
139;1;Benzin;2015;47,560904373;7,565889359;Grau;Skoda;134;Fabia;MÑnnlich;0;10;10;Iselin
106;1;Benzin;2015;47,560904373;7,565889359;Grau;Smart;104;Fortwo;MÑnnlich;0;10;10;Iselin
123;1;Benzin;2015;47,560904373;7,565889359;Grau;Toyota;117;Avensis;MÑnnlich;0;10;10;Iselin
273;1;Benzin;2015;47,560904373;7,565889359;Grau;Toyota;117;Corolla;MÑnnlich;0;10;10;Iselin
288;1;Benzin;2015;47,560904373;7,565889359;Grau;Toyota;117;Yaris;MÑnnlich;0;10;10;Iselin
494;1;Benzin;2015;47,560904373;7,565889359;Grau;VW;90;Golf;MÑnnlich;0;10;10;Iselin
234;1;Benzin;2015;47,560904373;7,565889359;Grau;VW;90;Passat;Weiblich;0;10;10;Iselin
225;1;Benzin;2015;47,560904373;7,565889359;Grau;VW;90;Polo;MÑnnlich;0;10;10;Iselin
113;1;Benzin;2015;47,560904373;7,565889359;Grau;VW;90;Touran;Weiblich;0;10;10;Iselin
144;1;Benzin;2015;47,572168422;7,572809458;Grau;Audi;1;A3;Weiblich;0;11;11;St. Johann
170;1;Benzin;2015;47,572168422;7,572809458;Grau;Audi;1;A4;Weiblich;0;11;11;St. Johann
128;1;Benzin;2015;47,572168422;7,572809458;Grau;Audi;1;A6;MÑnnlich;0;11;11;St. Johann
165;1;Benzin;2015;47,572168422;7,572809458;Grau;BMW;81;320i;MÑnnlich;0;11;11;St. Johann
369;1;Benzin;2015;47,572168422;7,572809458;Grau;Fiat;125;Punto;MÑnnlich;0;11;11;St. Johann
238;1;Benzin;2015;47,572168422;7,572809458;Grau;Ford;165;Focus;Weiblich;0;11;11;St. Johann
140;1;Benzin;2015;47,572168422;7,572809458;Grau;Honda;7;Jazz;Weiblich;0;11;11;St. Johann
173;1;Benzin;2015;47,572168422;7,572809458;Grau;Mercedes-Benz;5;A;Weiblich;0;11;11;St. Johann
108;1;Benzin;2015;47,572168422;7,572809458;Grau;Mercedes-Benz;5;B;MÑnnlich;0;11;11;St. Johann
251;1;Benzin;2015;47,572168422;7,572809458;Grau;Mercedes-Benz;5;C;MÑnnlich;0;11;11;St. Johann
148;1;Benzin;2015;47,572168422;7,572809458;Grau;Mercedes-Benz;5;E;Weiblich;0;11;11;St. Johann
102;1;Benzin;2015;47,572168422;7,572809458;Grau;Mercedes-Benz;5;Slk;Weiblich;0;11;11;St. Johann
122;1;Benzin;2015;47,572168422;7,572809458;Grau;Mitsubishi;64;Space;MÑnnlich;0;11;11;St. Johann
361;1;Benzin;2015;47,572168422;7,572809458;Grau;Opel;128;Astra;Weiblich;0;11;11;St. Johann
440;1;Benzin;2015;47,572168422;7,572809458;Grau;Opel;128;Corsa;MÑnnlich;0;11;11;St. Johann
180;1;Benzin;2015;47,572168422;7,572809458;Grau;Opel;128;Meriva;MÑnnlich;0;11;11;St. Johann
207;1;Benzin;2015;47,572168422;7,572809458;Grau;Opel;128;Vectra;MÑnnlich;0;11;11;St. Johann
302;1;Benzin;2015;47,572168422;7,572809458;Grau;Opel;128;Zafira;Weiblich;0;11;11;St. Johann
239;1;Benzin;2015;47,572168422;7,572809458;Grau;Peugeot;170;206;Weiblich;0;11;11;St. Johann
135;1;Benzin;2015;47,572168422;7,572809458;Grau;Peugeot;170;207;Weiblich;0;11;11;St. Johann
234;1;Benzin;2015;47,572168422;7,572809458;Grau;Peugeot;170;307;Weiblich;0;11;11;St. Johann
232;1;Benzin;2015;47,572168422;7,572809458;Grau;Renault;42;Clio;Weiblich;0;11;11;St. Johann
193;1;Benzin;2015;47,572168422;7,572809458;Grau;Renault;42;MÇgane;Weiblich;0;11;11;St. Johann
171;1;Benzin;2015;47,572168422;7,572809458;Grau;Saab;32;9;MÑnnlich;0;11;11;St. Johann
159;1;Benzin;2015;47,572168422;7,572809458;Grau;Skoda;134;Fabia;Weiblich;0;11;11;St. Johann
106;1;Benzin;2015;47,572168422;7,572809458;Grau;Subaru;17;Legacy;MÑnnlich;0;11;11;St. Johann
118;1;Benzin;2015;47,572168422;7,572809458;Grau;Toyota;117;Avensis;Weiblich;0;11;11;St. Johann
176;1;Benzin;2015;47,572168422;7,572809458;Grau;Toyota;117;Corolla;Weiblich;0;11;11;St. Johann
157;1;Benzin;2015;47,572168422;7,572809458;Grau;Toyota;117;Previa;Weiblich;0;11;11;St. Johann
302;1;Benzin;2015;47,572168422;7,572809458;Grau;Toyota;117;Yaris;MÑnnlich;0;11;11;St. Johann
786;1;Benzin;2015;47,572168422;7,572809458;Grau;VW;90;Golf;MÑnnlich;0;11;11;St. Johann
171;1;Benzin;2015;47,572168422;7,572809458;Grau;VW;90;Passat;Weiblich;0;11;11;St. Johann
360;1;Benzin;2015;47,572168422;7,572809458;Grau;VW;90;Polo;Weiblich;0;11;11;St. Johann
104;1;Benzin;2015;47,572168422;7,572809458;Grau;Volvo;16;V40;Weiblich;0;11;11;St. Johann
143;1;Benzin;2015;47,563973994;7,596074939;Grau;Audi;1;A4;MÑnnlich;0;13;13;Clara
175;1;Benzin;2015;47,563973994;7,596074939;Grau;Fiat;125;Punto;MÑnnlich;0;13;13;Clara
179;1;Benzin;2015;47,563973994;7,596074939;Grau;Ford;165;Focus;MÑnnlich;0;13;13;Clara
150;1;Benzin;2015;47,563973994;7,596074939;Grau;Mercedes-Benz;5;C;Weiblich;0;13;13;Clara
114;1;Benzin;2015;47,563973994;7,596074939;Grau;Opel;128;Astra;Weiblich;0;13;13;Clara
120;1;Benzin;2015;47,563973994;7,596074939;Grau;Opel;128;Vectra;Weiblich;0;13;13;Clara
110;1;Benzin;2015;47,563973994;7,596074939;Grau;Opel;128;Zafira;Weiblich;0;13;13;Clara
303;1;Benzin;2015;47,563973994;7,596074939;Grau;VW;90;Golf;MÑnnlich;0;13;13;Clara
117;1;Benzin;2015;47,560607537;7,606111765;Grau;Audi;1;A3;MÑnnlich;0;14;14;Wettstein
149;1;Benzin;2015;47,560607537;7,606111765;Grau;Mercedes-Benz;5;C;Weiblich;0;14;14;Wettstein
145;1;Benzin;2015;47,560607537;7,606111765;Grau;Opel;128;Astra;MÑnnlich;0;14;14;Wettstein
111;1;Benzin;2015;47,560607537;7,606111765;Grau;Opel;128;Zafira;Weiblich;0;14;14;Wettstein
176;1;Benzin;2015;47,560607537;7,606111765;Grau;Peugeot;170;206;MÑnnlich;0;14;14;Wettstein
124;1;Benzin;2015;47,560607537;7,606111765;Grau;Saab;32;9;MÑnnlich;0;14;14;Wettstein
119;1;Benzin;2015;47,560607537;7,606111765;Grau;Toyota;117;Yaris;MÑnnlich;0;14;14;Wettstein
344;1;Benzin;2015;47,560607537;7,606111765;Grau;VW;90;Golf;Weiblich;0;14;14;Wettstein
103;1;Benzin;2015;47,573818735;7,617516518;Grau;Audi;1;A3;Weiblich;0;15;15;Hirzbrunnen
217;1;Benzin;2015;47,573818735;7,617516518;Grau;Audi;1;A4;Weiblich;0;15;15;Hirzbrunnen
107;1;Benzin;2015;47,573818735;7,617516518;Grau;Fiat;125;Punto;MÑnnlich;0;15;15;Hirzbrunnen
162;1;Benzin;2015;47,573818735;7,617516518;Grau;Ford;165;Focus;MÑnnlich;0;15;15;Hirzbrunnen
154;1;Benzin;2015;47,573818735;7,617516518;Grau;Honda;7;Civic;MÑnnlich;0;15;15;Hirzbrunnen
175;1;Benzin;2015;47,573818735;7,617516518;Grau;Honda;7;Jazz;Weiblich;0;15;15;Hirzbrunnen
121;1;Benzin;2015;47,573818735;7,617516518;Grau;Mazda;122;3;MÑnnlich;0;15;15;Hirzbrunnen
111;1;Benzin;2015;47,573818735;7,617516518;Grau;Mazda;122;323;Weiblich;0;15;15;Hirzbrunnen
260;1;Benzin;2015;47,573818735;7,617516518;Grau;Mercedes-Benz;5;A;Weiblich;0;15;15;Hirzbrunnen
235;1;Benzin;2015;47,573818735;7,617516518;Grau;Mercedes-Benz;5;C;MÑnnlich;0;15;15;Hirzbrunnen
142;1;Benzin;2015;47,573818735;7,617516518;Grau;Mercedes-Benz;5;E;MÑnnlich;0;15;15;Hirzbrunnen
